run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
11,5081,4,4,PAYMENT,0,0,0
11,5099,18,18,NEW_ORDER,0,0,0
11,5104,5,5,PAYMENT,0,0,0
11,5124,20,20,NEW_ORDER,0,0,0
11,5128,4,4,PAYMENT,0,0,0
11,5137,9,9,NEW_ORDER,0,0,0
11,5141,4,4,PAYMENT,0,0,0
11,5156,15,15,NEW_ORDER,0,0,0
11,5177,21,21,NEW_ORDER,0,0,0
11,5188,11,11,NEW_ORDER,0,0,0
11,5200,12,12,NEW_ORDER,0,0,0
11,5206,6,6,PAYMENT,0,0,0
11,5216,10,10,NEW_ORDER,0,0,0
11,5220,4,4,PAYMENT,0,0,0
11,5236,16,16,NEW_ORDER,0,0,0
11,5241,5,5,PAYMENT,0,0,0
11,5245,4,4,PAYMENT,0,0,0
11,5260,14,14,NEW_ORDER,1,0,0
11,5266,6,6,PAYMENT,0,0,0
11,5281,15,15,NEW_ORDER,0,0,0
11,5300,19,19,NEW_ORDER,0,0,0
11,5311,11,11,NEW_ORDER,0,0,0
11,5329,18,18,NEW_ORDER,0,0,0
11,5335,6,6,PAYMENT,0,0,0
11,5356,21,21,NEW_ORDER,0,0,0
11,5370,14,14,NEW_ORDER,0,0,0
11,5391,21,21,NEW_ORDER,0,0,0
11,5395,4,4,PAYMENT,0,0,0
11,5400,5,5,PAYMENT,0,0,0
11,5416,16,16,NEW_ORDER,0,0,0
11,5421,5,5,STOCK_LEVEL,0,0,0
11,5426,5,5,PAYMENT,0,0,0
11,5431,5,5,PAYMENT,0,0,0
11,5435,4,4,PAYMENT,0,0,0
11,5445,10,10,NEW_ORDER,0,0,0
11,5462,17,17,NEW_ORDER,0,0,0
11,5462,0,0,DELIVERY,0,0,0
11,5524,62,62,DELIVERY_BG,0,0,0
11,5528,4,4,PAYMENT,0,0,0
11,5528,0,0,DELIVERY,0,0,0
11,5581,53,53,DELIVERY_BG,0,0,0
11,5588,7,7,ORDER_STATUS,0,0,0
11,5592,4,4,PAYMENT,0,0,0
11,5597,5,5,PAYMENT,0,0,0
11,5601,4,4,PAYMENT,0,0,0
11,5611,10,10,NEW_ORDER,0,0,0
11,5626,15,15,NEW_ORDER,0,0,0
11,5629,3,3,PAYMENT,0,0,0
11,5634,5,5,ORDER_STATUS,0,0,0
11,5638,4,4,PAYMENT,0,0,0
11,5638,0,0,DELIVERY,0,0,0
11,5676,38,38,DELIVERY_BG,0,0,0
11,5681,5,5,ORDER_STATUS,0,0,0
11,5691,10,10,NEW_ORDER,0,0,0
11,5700,9,9,NEW_ORDER,0,0,0
11,5704,4,4,PAYMENT,0,0,0
11,5724,20,20,NEW_ORDER,0,0,0
11,5729,5,5,PAYMENT,0,0,0
11,5733,4,4,PAYMENT,0,0,0
11,5739,6,6,STOCK_LEVEL,0,0,0
11,5754,15,15,NEW_ORDER,0,0,0
11,5769,15,15,NEW_ORDER,0,0,0
11,5774,5,5,PAYMENT,0,0,0
11,5778,4,4,PAYMENT,0,0,0
11,5783,5,5,PAYMENT,0,0,0
11,5787,4,4,PAYMENT,0,0,0
11,5794,7,7,STOCK_LEVEL,0,0,0
11,5806,11,11,NEW_ORDER,0,0,0
11,5826,20,20,NEW_ORDER,0,0,0
11,5839,13,13,NEW_ORDER,0,0,0
11,5852,13,13,STOCK_LEVEL,0,0,0
11,5871,19,19,NEW_ORDER,0,0,0
11,5883,12,12,NEW_ORDER,0,0,0
11,5898,15,15,NEW_ORDER,0,0,0
11,5902,4,4,PAYMENT,0,0,0
11,5915,13,13,NEW_ORDER,0,0,0
11,5920,5,5,PAYMENT,0,0,0
11,5927,7,7,PAYMENT,0,0,0
11,5936,9,9,NEW_ORDER,0,0,0
11,5947,10,10,NEW_ORDER,0,0,0
11,5966,19,19,NEW_ORDER,0,0,0
11,5982,16,16,NEW_ORDER,0,0,0
11,5993,11,11,NEW_ORDER,0,0,0
11,6014,21,21,NEW_ORDER,0,0,0
11,6019,5,5,PAYMENT,0,0,0
11,6024,4,4,PAYMENT,0,0,0
11,6037,13,13,NEW_ORDER,0,0,0
11,6041,4,4,PAYMENT,0,0,0
11,6041,0,0,DELIVERY,0,0,0
11,6096,55,55,DELIVERY_BG,0,0,0
11,6097,0,0,DELIVERY,0,0,0
11,6136,39,39,DELIVERY_BG,0,0,0
11,6140,4,4,PAYMENT,0,0,0
11,6145,5,5,PAYMENT,0,0,0
11,6156,11,11,NEW_ORDER,0,0,0
